timestamp,student_id,name,department,grade,double_major_minor_second_speciality,first_choice,second_choice
2025-01-22 00:21:25.635499,56,student_56,資工系 (CS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班
2025-01-22 00:21:26.635499,57,student_57,資工系 (CS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無
2025-01-22 00:21:27.635499,58,student_58,資工系 (CS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班
2025-01-22 00:21:28.635499,59,student_59,資工系 (CS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班
2025-01-22 00:21:29.635499,60,student_60,資工系 (CS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無
2025-01-22 00:21:30.635499,61,student_61,資工系 (CS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班
2025-01-22 00:21:31.635499,62,student_62,資工系 (CS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班
2025-01-22 00:21:32.635499,63,student_63,資工系 (CS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),無,無
2025-01-22 00:21:33.635499,64,student_64,資工系 (CS),大二 (sophomore),無,李教授班,李教授班
2025-01-22 00:21:34.635499,65,student_65,資工系 (CS),大二 (sophomore),無,李教授班,高教授班
2025-01-22 00:21:35.635499,66,student_66,資工系 (CS),大二 (sophomore),無,李教授班,無
2025-01-22 00:21:36.635499,67,student_67,資工系 (CS),大二 (sophomore),無,高教授班,李教授班
2025-01-22 00:21:37.635499,68,student_68,資工系 (CS),大二 (sophomore),無,高教授班,高教授班
2025-01-22 00:21:38.635499,69,student_69,資工系 (CS),大二 (sophomore),無,高教授班,無
2025-01-22 00:21:39.635499,70,student_70,資工系 (CS),大二 (sophomore),無,無,李教授班
2025-01-22 00:21:40.635499,71,student_71,資工系 (CS),大二 (sophomore),無,無,高教授班
2025-01-22 00:21:41.635499,72,student_72,資工系 (CS),大二 (sophomore),無,無,無
2025-01-22 00:21:42.635499,73,student_73,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),李教授班,李教授班
2025-01-22 00:21:43.635499,74,student_74,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),李教授班,高教授班
2025-01-22 00:21:44.635499,75,student_75,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),李教授班,無
2025-01-22 00:21:45.635499,76,student_76,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),高教授班,李教授班
2025-01-22 00:21:46.635499,77,student_77,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),高教授班,高教授班
2025-01-22 00:21:47.635499,78,student_78,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),高教授班,無
2025-01-22 00:21:48.635499,79,student_79,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),無,李教授班
2025-01-22 00:21:49.635499,80,student_80,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),無,高教授班
2025-01-22 00:21:50.635499,81,student_81,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),無,無
2025-01-22 00:21:51.635499,82,student_82,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),李教授班,李教授班
2025-01-22 00:21:52.635499,83,student_83,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),李教授班,高教授班
2025-01-22 00:21:53.635499,84,student_84,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),李教授班,無
2025-01-22 00:21:54.635499,85,student_85,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),高教授班,李教授班
2025-01-22 00:21:55.635499,86,student_86,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),高教授班,高教授班
2025-01-22 00:21:56.635499,87,student_87,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),高教授班,無
2025-01-22 00:21:57.635499,88,student_88,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),無,李教授班
2025-01-22 00:21:58.635499,89,student_89,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),無,高教授班
2025-01-22 00:21:59.635499,90,student_90,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),無,無
2025-01-22 00:22:00.635499,91,student_91,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班
2025-01-22 00:22:01.635499,92,student_92,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班
2025-01-22 00:22:02.635499,93,student_93,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無
2025-01-22 00:22:03.635499,94,student_94,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班
2025-01-22 00:22:04.635499,95,student_95,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班
2025-01-22 00:22:05.635499,96,student_96,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無
2025-01-22 00:22:06.635499,97,student_97,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班
2025-01-22 00:22:07.635499,98,student_98,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班
2025-01-22 00:22:08.635499,99,student_99,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,無
2025-01-22 00:22:09.635499,100,student_100,資工系 (CS),大三 (junior),無,李教授班,李教授班
2025-01-22 00:22:10.635499,101,student_101,資工系 (CS),大三 (junior),無,李教授班,高教授班
2025-01-22 00:22:11.635499,102,student_102,資工系 (CS),大三 (junior),無,李教授班,無
2025-01-22 00:22:12.635499,103,student_103,資工系 (CS),大三 (junior),無,高教授班,李教授班
2025-01-22 00:22:13.635499,104,student_104,資工系 (CS),大三 (junior),無,高教授班,高教授班
2025-01-22 00:22:14.635499,105,student_105,資工系 (CS),大三 (junior),無,高教授班,無
2025-01-22 00:22:15.635499,106,student_106,資工系 (CS),大三 (junior),無,無,李教授班
2025-01-22 00:22:16.635499,107,student_107,資工系 (CS),大三 (junior),無,無,高教授班
2025-01-22 00:22:17.635499,108,student_108,資工系 (CS),大三 (junior),無,無,無
2025-01-22 00:22:18.635499,109,student_109,資工系 (CS),大四 (senior),雙主修:資工系 (also major in CS),李教授班,李教授班
2025-01-22 00:22:19.635499,110,student_110,資工系 (CS),大四 (senior),雙主修:資工系 (also major in CS),李教授班,高教授班
2025-01-22 00:22:20.635499,111,student_111,資工系 (CS),大四 (senior),雙主修:資工系 (also major in CS),李教授班,無
2025-01-22 00:22:21.635499,112,student_112,資工系 (CS),大四 (senior),雙主修:資工系 (also major in CS),高教授班,李教授班
2025-01-22 00:22:22.635499,113,student_113,資工系 (CS),大四 (senior),雙主修:資工系 (also major in CS),高教授班,高教授班
2025-01-22 00:22:23.635499,114,student_114,資工系 (CS),大四 (senior),雙主修:資工系 (also major in CS),高教授班,無
2025-01-22 00:22:24.635499,115,student_115,資工系 (CS),大四 (senior),雙主修:資工系 (also major in CS),無,李教授班
2025-01-22 00:22:25.635499,116,student_116,資工系 (CS),大四 (senior),雙主修:資工系 (also major in CS),無,高教授班
2025-01-22 00:22:26.635499,117,student_117,資工系 (CS),大四 (senior),雙主修:資工系 (also major in CS),無,無
2025-01-22 00:22:27.635499,118,student_118,資工系 (CS),大四 (senior),輔系:資工系 (minor in CS),李教授班,李教授班
2025-01-22 00:22:28.635499,119,student_119,資工系 (CS),大四 (senior),輔系:資工系 (minor in CS),李教授班,高教授班
2025-01-22 00:22:29.635499,120,student_120,資工系 (CS),大四 (senior),輔系:資工系 (minor in CS),李教授班,無
2025-01-22 00:22:30.635499,121,student_121,資工系 (CS),大四 (senior),輔系:資工系 (minor in CS),高教授班,李教授班
2025-01-22 00:22:31.635499,122,student_122,資工系 (CS),大四 (senior),輔系:資工系 (minor in CS),高教授班,高教授班
2025-01-22 00:22:32.635499,123,student_123,資工系 (CS),大四 (senior),輔系:資工系 (minor in CS),高教授班,無
2025-01-22 00:22:33.635499,124,student_124,資工系 (CS),大四 (senior),輔系:資工系 (minor in CS),無,李教授班
2025-01-22 00:22:34.635499,125,student_125,資工系 (CS),大四 (senior),輔系:資工系 (minor in CS),無,高教授班
2025-01-22 00:22:35.635499,126,student_126,資工系 (CS),大四 (senior),輔系:資工系 (minor in CS),無,無
2025-01-22 00:22:36.635499,127,student_127,資工系 (CS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班
2025-01-22 00:22:37.635499,128,student_128,資工系 (CS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班
2025-01-22 00:22:38.635499,129,student_129,資工系 (CS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無
2025-01-22 00:22:39.635499,130,student_130,資工系 (CS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班
2025-01-22 00:22:40.635499,131,student_131,資工系 (CS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班
2025-01-22 00:22:41.635499,132,student_132,資工系 (CS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無
2025-01-22 00:22:42.635499,133,student_133,資工系 (CS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班
2025-01-22 00:22:43.635499,134,student_134,資工系 (CS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班
2025-01-22 00:22:44.635499,135,student_135,資工系 (CS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,無
2025-01-22 00:22:45.635499,136,student_136,資工系 (CS),大四 (senior),無,李教授班,李教授班
2025-01-22 00:22:46.635499,137,student_137,資工系 (CS),大四 (senior),無,李教授班,高教授班
2025-01-22 00:22:47.635499,138,student_138,資工系 (CS),大四 (senior),無,李教授班,無
2025-01-22 00:22:48.635499,139,student_139,資工系 (CS),大四 (senior),無,高教授班,李教授班
2025-01-22 00:22:49.635499,140,student_140,資工系 (CS),大四 (senior),無,高教授班,高教授班
2025-01-22 00:22:50.635499,141,student_141,資工系 (CS),大四 (senior),無,高教授班,無
2025-01-22 00:22:51.635499,142,student_142,資工系 (CS),大四 (senior),無,無,李教授班
2025-01-22 00:22:52.635499,143,student_143,資工系 (CS),大四 (senior),無,無,高教授班
2025-01-22 00:22:53.635499,144,student_144,資工系 (CS),大四 (senior),無,無,無
2025-01-22 00:22:54.635499,145,student_145,資工系 (CS),大五、大六、或大七,雙主修:資工系 (also major in CS),李教授班,李教授班
2025-01-22 00:22:55.635499,146,student_146,資工系 (CS),大五、大六、或大七,雙主修:資工系 (also major in CS),李教授班,高教授班
2025-01-22 00:22:56.635499,147,student_147,資工系 (CS),大五、大六、或大七,雙主修:資工系 (also major in CS),李教授班,無
2025-01-22 00:22:57.635499,148,student_148,資工系 (CS),大五、大六、或大七,雙主修:資工系 (also major in CS),高教授班,李教授班
2025-01-22 00:22:58.635499,149,student_149,資工系 (CS),大五、大六、或大七,雙主修:資工系 (also major in CS),高教授班,高教授班
2025-01-22 00:22:59.635499,150,student_150,資工系 (CS),大五、大六、或大七,雙主修:資工系 (also major in CS),高教授班,無
2025-01-22 00:23:00.635499,151,student_151,資工系 (CS),大五、大六、或大七,雙主修:資工系 (also major in CS),無,李教授班
2025-01-22 00:23:01.635499,152,student_152,資工系 (CS),大五、大六、或大七,雙主修:資工系 (also major in CS),無,高教授班
2025-01-22 00:23:02.635499,153,student_153,資工系 (CS),大五、大六、或大七,雙主修:資工系 (also major in CS),無,無
2025-01-22 00:23:03.635499,154,student_154,資工系 (CS),大五、大六、或大七,輔系:資工系 (minor in CS),李教授班,李教授班
2025-01-22 00:23:04.635499,155,student_155,資工系 (CS),大五、大六、或大七,輔系:資工系 (minor in CS),李教授班,高教授班
2025-01-22 00:23:05.635499,156,student_156,資工系 (CS),大五、大六、或大七,輔系:資工系 (minor in CS),李教授班,無
2025-01-22 00:23:06.635499,157,student_157,資工系 (CS),大五、大六、或大七,輔系:資工系 (minor in CS),高教授班,李教授班
2025-01-22 00:23:07.635499,158,student_158,資工系 (CS),大五、大六、或大七,輔系:資工系 (minor in CS),高教授班,高教授班
2025-01-22 00:23:08.635499,159,student_159,資工系 (CS),大五、大六、或大七,輔系:資工系 (minor in CS),高教授班,無
2025-01-22 00:23:09.635499,160,student_160,資工系 (CS),大五、大六、或大七,輔系:資工系 (minor in CS),無,李教授班
2025-01-22 00:23:10.635499,161,student_161,資工系 (CS),大五、大六、或大七,輔系:資工系 (minor in CS),無,高教授班
2025-01-22 00:23:11.635499,162,student_162,資工系 (CS),大五、大六、或大七,輔系:資工系 (minor in CS),無,無
2025-01-22 00:23:12.635499,163,student_163,資工系 (CS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班
2025-01-22 00:23:13.635499,164,student_164,資工系 (CS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班
2025-01-22 00:23:14.635499,165,student_165,資工系 (CS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無
2025-01-22 00:23:15.635499,166,student_166,資工系 (CS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班
2025-01-22 00:23:16.635499,167,student_167,資工系 (CS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班
2025-01-22 00:23:17.635499,168,student_168,資工系 (CS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無
2025-01-22 00:23:18.635499,169,student_169,資工系 (CS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班
2025-01-22 00:23:19.635499,170,student_170,資工系 (CS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班
2025-01-22 00:23:20.635499,171,student_171,資工系 (CS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),無,無
2025-01-22 00:23:21.635499,172,student_172,資工系 (CS),大五、大六、或大七,無,李教授班,李教授班
2025-01-22 00:23:22.635499,173,student_173,資工系 (CS),大五、大六、或大七,無,李教授班,高教授班
2025-01-22 00:23:23.635499,174,student_174,資工系 (CS),大五、大六、或大七,無,李教授班,無
2025-01-22 00:23:24.635499,175,student_175,資工系 (CS),大五、大六、或大七,無,高教授班,李教授班
2025-01-22 00:23:25.635499,176,student_176,資工系 (CS),大五、大六、或大七,無,高教授班,高教授班
2025-01-22 00:23:26.635499,177,student_177,資工系 (CS),大五、大六、或大七,無,高教授班,無
2025-01-22 00:23:27.635499,178,student_178,資工系 (CS),大五、大六、或大七,無,無,李教授班
2025-01-22 00:23:28.635499,179,student_179,資工系 (CS),大五、大六、或大七,無,無,高教授班
2025-01-22 00:23:29.635499,180,student_180,資工系 (CS),大五、大六、或大七,無,無,無
2025-01-22 00:23:30.635499,181,student_181,資工系 (CS),其他,雙主修:資工系 (also major in CS),李教授班,李教授班
2025-01-22 00:23:31.635499,182,student_182,資工系 (CS),其他,雙主修:資工系 (also major in CS),李教授班,高教授班
2025-01-22 00:23:32.635499,183,student_183,資工系 (CS),其他,雙主修:資工系 (also major in CS),李教授班,無
2025-01-22 00:23:33.635499,184,student_184,資工系 (CS),其他,雙主修:資工系 (also major in CS),高教授班,李教授班
2025-01-22 00:23:34.635499,185,student_185,資工系 (CS),其他,雙主修:資工系 (also major in CS),高教授班,高教授班
2025-01-22 00:23:35.635499,186,student_186,資工系 (CS),其他,雙主修:資工系 (also major in CS),高教授班,無
2025-01-22 00:23:36.635499,187,student_187,資工系 (CS),其他,雙主修:資工系 (also major in CS),無,李教授班
2025-01-22 00:23:37.635499,188,student_188,資工系 (CS),其他,雙主修:資工系 (also major in CS),無,高教授班
2025-01-22 00:23:38.635499,189,student_189,資工系 (CS),其他,雙主修:資工系 (also major in CS),無,無
2025-01-22 00:23:39.635499,190,student_190,資工系 (CS),其他,輔系:資工系 (minor in CS),李教授班,李教授班
2025-01-22 00:23:40.635499,191,student_191,資工系 (CS),其他,輔系:資工系 (minor in CS),李教授班,高教授班
2025-01-22 00:23:41.635499,192,student_192,資工系 (CS),其他,輔系:資工系 (minor in CS),李教授班,無
2025-01-22 00:23:42.635499,193,student_193,資工系 (CS),其他,輔系:資工系 (minor in CS),高教授班,李教授班
2025-01-22 00:23:43.635499,194,student_194,資工系 (CS),其他,輔系:資工系 (minor in CS),高教授班,高教授班
2025-01-22 00:23:44.635499,195,student_195,資工系 (CS),其他,輔系:資工系 (minor in CS),高教授班,無
2025-01-22 00:23:45.635499,196,student_196,資工系 (CS),其他,輔系:資工系 (minor in CS),無,李教授班
2025-01-22 00:23:46.635499,197,student_197,資工系 (CS),其他,輔系:資工系 (minor in CS),無,高教授班
2025-01-22 00:23:47.635499,198,student_198,資工系 (CS),其他,輔系:資工系 (minor in CS),無,無
2025-01-22 00:23:48.635499,199,student_199,資工系 (CS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班
2025-01-22 00:23:49.635499,200,student_200,資工系 (CS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班
2025-01-22 00:23:50.635499,201,student_201,資工系 (CS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無
2025-01-22 00:23:51.635499,202,student_202,資工系 (CS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班
2025-01-22 00:23:52.635499,203,student_203,資工系 (CS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班
2025-01-22 00:23:53.635499,204,student_204,資工系 (CS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無
2025-01-22 00:23:54.635499,205,student_205,資工系 (CS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班
2025-01-22 00:23:55.635499,206,student_206,資工系 (CS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班
2025-01-22 00:23:56.635499,207,student_207,資工系 (CS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),無,無
2025-01-22 00:23:57.635499,208,student_208,資工系 (CS),其他,無,李教授班,李教授班
2025-01-22 00:23:58.635499,209,student_209,資工系 (CS),其他,無,李教授班,高教授班
2025-01-22 00:23:59.635499,210,student_210,資工系 (CS),其他,無,李教授班,無
2025-01-22 00:24:00.635499,211,student_211,資工系 (CS),其他,無,高教授班,李教授班
2025-01-22 00:24:01.635499,212,student_212,資工系 (CS),其他,無,高教授班,高教授班
2025-01-22 00:24:02.635499,213,student_213,資工系 (CS),其他,無,高教授班,無
2025-01-22 00:24:03.635499,214,student_214,資工系 (CS),其他,無,無,李教授班
2025-01-22 00:24:04.635499,215,student_215,資工系 (CS),其他,無,無,高教授班
2025-01-22 00:24:05.635499,216,student_216,資工系 (CS),其他,無,無,無
2025-01-22 00:24:06.635499,217,student_217,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),李教授班,李教授班
2025-01-22 00:24:07.635499,218,student_218,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),李教授班,高教授班
2025-01-22 00:24:08.635499,219,student_219,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),李教授班,無
2025-01-22 00:24:09.635499,220,student_220,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),高教授班,李教授班
2025-01-22 00:24:10.635499,221,student_221,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),高教授班,高教授班
2025-01-22 00:24:11.635499,222,student_222,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),高教授班,無
2025-01-22 00:24:12.635499,223,student_223,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),無,李教授班
2025-01-22 00:24:13.635499,224,student_224,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),無,高教授班
2025-01-22 00:24:14.635499,225,student_225,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),無,無
2025-01-22 00:24:15.635499,226,student_226,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),李教授班,李教授班
2025-01-22 00:24:16.635499,227,student_227,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),李教授班,高教授班
2025-01-22 00:24:17.635499,228,student_228,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),李教授班,無
2025-01-22 00:24:18.635499,229,student_229,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),高教授班,李教授班
2025-01-22 00:24:19.635499,230,student_230,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),高教授班,高教授班
2025-01-22 00:24:20.635499,231,student_231,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),高教授班,無
